( vogue_0065 "Everything is connected in the world, most of all war." )
( vogue_0066 "If the price for invading, blockading and terrorising a neighbour was paid equally, what nation would do it?" )
( vogue_0067 "But power is unjust, so the price is variable." )
( vogue_0068 "Some countries can get away with murder, others can't." )
( vogue_0069 "Some migrants are worth saving, others aren't." )
( vogue_0070 "If it sounds like I'm asking, Why this but not that? I am." )
( vogue_0071 "If you feel this isn't the time to talk about these other ugly wars, you're wrong." )
( vogue_0072 "Forever, because that's something that stays in you: the fear, the desperation, the realisation that no one wants you." )
( vogue_0073 "This is why working on Balenciaga's autumn/winter 'twenty two show in March was so incredibly hard for me." )
( vogue_0074 "Because in a time like this fashion loses its relevance and its actual right to exist." )
( vogue_0075 "Fashion Week feels like some kind of absurdity." )
( vogue_0076 "I decided I can no longer sacrifice parts of me to that senseless, heartless war of ego." )
( vogue_0077 "It was a dedication to fearlessness, to resistance and to the victory of love and peace." )
( vogue_0078 "Petrokhiv, Ternopil, Ukraine, photographed in twenty fifteen." )
( vogue_0079 "The next morning, bombs rained down on us." )
( vogue_0080 "I never returned to unlock those doors." )
( vogue_0081 "It is likely I never will." )
( vogue_0082 "That night no one in Kyiv slept." )
( vogue_0083 "I lay in bed picturing a set of scales weighted stay or go." )
( vogue_0084 "It took ten minutes to fill a bag with a hoodie, a change of underwear and our documents." )
( vogue_0085 "We drove more than twelve hours to the Carpathian mountains, where my dad, seventy, had been skiing." )
( vogue_0086 "The road was lined with soldiers, tanks, guns." )
( vogue_0087 "We stopped just once, for fuel." )
( vogue_0088 "From the mountains, after one week earning our keep in a small hotel, we crossed into Poland." )
( vogue_0089 "In the days since leaving Kyiv, martial law had been introduced." )
( vogue_0090 "Men of military age could no longer leave Ukraine." )
( vogue_0091 "We don't know if or when we will next meet, if we will have jobs, a home." )
( vogue_0092 "Being a refugee means a new reality, new country, new mentality, new people." )
( vogue_0093 "At forty, I can build something new from a broken life." )
( vogue_0094 "That is what being a refugee means to me: an obligation to do something better." )
( vogue_0095 "I had visited Britain only three times before." )
( vogue_0096 "Here, people owe me nothing but have offered everything: a home, work, food." )
( vogue_0097 "Kindness has enveloped my every step." )
( vogue_0098 "I wonder all the time if I will go home and when." )
( vogue_0099 "In the meantime, I will build a life here while I wait for the one that I lost." )
( vogue_0100 "You can't look back at everything you left or it is impossible to move forward." )
( vogue_0101 "My family fled Afghanistan in nineteen eighty three in the dead of night, four years after the Soviet invasion." )
( vogue_0102 "I was only six months old, strapped to my mother's back." )
( vogue_0103 "Guided by a people smuggler, the journey took roughly ten days." )
( vogue_0104 "After less than three years in Pakistan, my family sought refuge in Australia." )
( vogue_0105 "Years later, I would return to Afghanistan, but this time as a foreign correspondent." )
( vogue_0106 "I have been reporting from the country now for almost fifteen years." )
( vogue_0107 "Those lucky enough to get on a train had to then face the despair of saying goodbye." )
( vogue_0108 "of becoming a refugee, there are often thousands of people who show kindness and hope along the way." )
( vogue_0109 "My parents were able to emigrate to Australia because of the generosity of complete strangers." )
( vogue_0110 "In two thousand and three, I was in northern Iraq, photographing Iraqis escaping to Syria from the war." )
( vogue_0111 "Ten years later, I was photographing Syrians fleeing into Iraq." )
( vogue_0112 "That is the reality of war." )
( vogue_0113 "For all of them it was incredibly traumatic, but I'm always completely astonished by the resilience of human beings." )
( vogue_0114 "Sometimes, I go back to find people I've photographed in the past." )
( vogue_0115 "And there is some reward in that." )
( vogue_0116 "It's amazing to see where their life takes them." )
( vogue_0117 "I was born in Viet Nam and made in America." )
( vogue_0118 "I fled from Viet Nam as a refugee in nineteen seventy five and came to the United States." )
( vogue_0119 "As a refugee, I am aware that wars kill more civilians than soldiers, and that wars always produce refugees." )
( vogue_0120 "I stand against Vladimir Putin and authoritarians and autocrats, including those that the US supports." )
( vogue_0121 "What about all the other refugees who need our compassion, our empathy, our love and our action?" )
( vogue_0122 "I was born and raised in this same camp, until I was seven years old." )
( vogue_0123 "Sometimes when people hear that you are a refugee, their minds immediately go to the negative aspects." )
( vogue_0124 "People will only see the scars and fail to see the smiles." )
( vogue_0125 "Yes, my childhood had pain and trauma, but there were many happy times as well." )
( vogue_0126 "Through the pain, there was also resilience." )
( vogue_0127 "For a long time, I never really had a home." )
( vogue_0128 "Being a refugee was my only identity." )
( vogue_0129 "I was just ... floating through life." )
( vogue_0130 "I came to the United States when I was just a young kid and struggled to find my place." )
( vogue_0131 "It reminds me of my childhood growing up in a multicultural refugee camp." )
( vogue_0132 "For these reasons, Minnesota is my forever home." )
( vogue_0133 "As a formerly displaced person, I want my story to give people hope." )
( vogue_0134 "Hope that things will get better, that things won't always be this way." )
( vogue_0135 "Some of the first refugees I saw were in Bangladesh, during the war in nineteen seventy one." )
( vogue_0136 "I was on the border of Bangladesh and India, photographing the many thousands of people crossing over." )
( vogue_0137 "In Biafra, I walked into a camp where there were a hundred dying children." )
( vogue_0138 "That war would claim a million lives, most of them women and children." )
( vogue_0139 "It affects me to this day." )
( vogue_0140 "Because as soon as one war starts and finishes, another one is in the wings waiting." )
( vogue_0141 "After sixty years photographing these terrible things, I feel I've achieved nothing." )
( vogue_0142 "My house, filled with ten thousand prints, is haunted by these images." )
( vogue_0143 "I have a great passion now for landscape." )
( vogue_0144 "That has been my rehab: it's brought me some sense of understanding my personal journey through life." )
( vogue_0145 "It's the greatest tragedy of mankind." )
( vogue_0146 "The Donetsk region of Ukraine, photographed in two thousand and six." )
( vogue_0147 "The war was at my doorstep." )
( vogue_0148 "With no prior warning, Russia started bombing my hometown Kyiv." )
( vogue_0149 "That morning we didn't go about our usual routines, making coffee and planning out our upcoming day." )
( vogue_0150 "Instead, in terror and panic, we were grabbing only what we could carry." )
( vogue_0151 "With our documents and pets in hand, we were leaving without understanding what the future would hold." )
( vogue_0152 "Our homes, no longer a shelter from the outside world, are still filled with memories of a serene life." )
( vogue_0153 "This was not a choice, a deliberate decision, but a question of life and death." )
( vogue_0154 "Everything we own is a passport, a couple of t shirts, and a voice." )
( vogue_0155 "Now our voices are the instruments of freedom and justice." )
( vogue_0156 "Burying the feelings of guilt for leaving, we refuse to stay silent." )
( vogue_0157 "As a country, we are united as never before, fighting for a bright future ahead." )
( vogue_0158 "We are thankful to see people who provide invaluable help and filled with an endless sense of gratitude." )
( vogue_0159 "Just "thank you" never seems to be enough." )
( vogue_0160 "You heard my story, but there are millions more." )
( vogue_0161 "All of them are different in ways I cannot explain, but the essence will always remain the same." )
( vogue_0162 "Desensitised to the realities of others, our compassion lasts as long as the next thirty second TikTok video." )
( vogue_0163 "I urge you to listen, I urge you to support, and I urge you to use your voice." )
( vogue_0164 "And then when the victims come begging for refuge, we shut our doors, our eyes and ears." )
( vogue_0165 "We ask, What if one of them is dangerous?" )
( vogue_0166 "What if they fill up our parks?" )
( vogue_0167 "What if their food smells too much like cumin?" )
( vogue_0168 "What if our children learn a strange tongue?" )
( vogue_0169 "What if our literature becomes too much like theirs?" )
( vogue_0170 "What if people cover their legs at the beach?" )
( vogue_0171 "What if blonde is no longer beautiful?" )
( vogue_0172 "Setting a refugee cap is a blatant misinterpretation of that agreement." )
( vogue_0173 "How can you put a cap on need, on human duty?" )
( vogue_0174 "Meanwhile, as authorities bicker and rewrite laws, refugees wait in camps." )
( vogue_0175 "Children wait, without school, without purpose, becoming idle." )
( vogue_0176 "No one talks about the waiting." )
( vogue_0177 "There are so many urgent needs: food, clothing, safety." )
( vogue_0178 "We forget about the lost time, the lost purpose, dignity, ambition and skill." )
( vogue_0179 "It robs children of their very identity and future." )
( vogue_0180 "It is hard to know what to say so that her luck doesn't make her blind." )
( vogue_0181 "Raising a child who isn't astonished by the many accidents of birth would be my greatest failure." )
( vogue_0182 "It is not just about a place or a house." )
( vogue_0183 "It is everything that is familiar, that has meaning." )
( vogue_0184 "For seven days, they had been pinned down by artillery and missile strikes." )
( vogue_0185 "Volunteers deftly hauled stretchers over the water, ferrying out the elderly and those who had not survived the bombing." )
( vogue_0186 "A still life of absence and loss." )
( vogue_0187 "Olga Kudlay approached me as she prepared to leave, her eyes gleaming with tears and anguish." )
( vogue_0188 "She had lived in Irpin for forty five years, she said." )
( vogue_0189 "Her hands trembled as she spoke." )
( vogue_0190 "It was so beautiful and now it's destroyed." )
( vogue_0191 "It was a question I heard again and again." )
( vogue_0192 "Further into Irpin, Ludmilla and Anton stood outside their apartment building warming themselves by a fire they had built." )
( vogue_0193 "There was no gas or electricity, no heat and no running water, they explained." )
( vogue_0194 "Cooking had to be done outside on the fire." )
( vogue_0195 "And the risk of death was never far away." )
( vogue_0196 "I asked them why they didn't leave." )
( vogue_0197 "Where would we go? Anton replied matter of factly, looking directly into my eyes." )
( vogue_0198 "Ludmilla chimed in, There's nowhere to go." )
( vogue_0199 "Whether they kill us here or there doesn't matter." )
( vogue_0200 "She bit her lip to stop the tears, but it was too late." )
( vogue_0201 "I approached her and asked if she was OK." )
( vogue_0202 "Her face crumpled as she looked back in the direction of her home." )
( vogue_0203 "Then she took a deep breath and grabbed my arm." )
( vogue_0204 "She turned to walk towards the bus." )
( vogue_0205 "A picture of resilience and grace." )
( vogue_0206 "Often refugees are described by being just that." )
( vogue_0207 "But being a refugee is not an identity." )
( vogue_0208 "And something that could happen to all of us." )
( vogue_0209 "Long enough that at the very least he'll forget about me, and maybe I him, and maybe even both." )
( vogue_0210 "Not that we talk that much anymore anyway." )
( vogue_0211 "He barely said anything when I told him I missed hanging out." )
( vogue_0212 "How're you feeling? Emily asks, curling her head around to look at me." )
( vogue_0213 "The future has become concrete, the past was so much less so." )
( vogue_0214 "The last time I'd gone over to his for dinner it was late and everyone else had already left." )
( vogue_0215 "And then more silly things, like: has anyone ever eaten at Giraffe?" )
( vogue_0216 "And how this summer is definitely going to be short king summer." )
( vogue_0217 "He asked about going upstairs, and I thought about what that would mean." )
( vogue_0218 "Breathing in ears, a finger dipping into a mouth." )
( vogue_0219 "Everything between us felt so magnetic it was inevitable." )
( vogue_0220 "When I heard the crunch of the lock I knew I'd fucked it." )
( vogue_0221 "Before his flatmate could see us we shuffled to either end of the sofa." )
( vogue_0222 "The arrival of another reminded us of the outside judgment we'd receive if this were to happen." )
( vogue_0223 "My friend looked at his watch, said it was getting late." )
( vogue_0224 "I said yeah, I should probably get going and loaded up Uber." )
( vogue_0225 "The two of them walked into the kitchen to put on some instant noodles." )
( vogue_0226 "I hugged them when the car was one minute away." )
( vogue_0227 "If it was going to happen, it would have happened, Emily reassures me now." )
( vogue_0228 "And part of me thinks she's right." )
( vogue_0229 "The girls he goes for are thin and brunette and chill and I'm only halfway one of those things." )
( vogue_0230 "I know he's had bad experiences with sleeping with friends before." )
( vogue_0231 "If the feelings were strong between us, he would have said no to the job offer abroad." )
( vogue_0232 "Or he would ask me to come and visit." )
( vogue_0233 "He would have followed me to the door that night and kissed me again in secret." )
( vogue_0234 "He would have messaged me the next day and asked me out again." )
( vogue_0235 "We would have curated the conditions for another opportunity." )
( vogue_0236 "Except I don't actually believe this is true at all." )
( vogue_0237 "I don't think anything is inevitable but rather becomes so due to moments like the one we almost had." )
( vogue_0238 "What if my mouth on his neck was enough to make him forget about that other girl?" )
( vogue_0239 "Or if my nails on his back made him forget every embarrassing secret I've ever told him?" )
( vogue_0240 "What if our bodies worked so well together they managed to wipe away what was in our minds?" )
( vogue_0241 "We tell ourselves stories in order to live, goes the famous Joan Didion quote." )
( vogue_0242 "I do this all the time." )
( vogue_0243 "How are you feeling? asks Emily again, because I've drifted off into space." )
( vogue_0244 "I'm good, I say, and this time I'm even more sure than I was the first time." )
( vogue_0245 "Perhaps the next one will be a fairy tale." )
( vogue_0246 "In latest live, laugh, love news, Kourtney Kardashian and Travis Barker are married." )
( vogue_0247 "The idea of a practice wedding appeals to me hugely." )
( vogue_0248 "It seems like trying on a committed relationship like a pair of shoes." )
( vogue_0249 "The Vegas moment felt, dare I say it, a teensy bit staged?" )
( vogue_0250 "But there are no real publicity accidents within the industrial Kardashian complex." )
( vogue_0251 "Kourtney's step further into the limelight feels, for lack of a better word, good." )
( vogue_0252 "And is there something a little Pam and Tommy about the couple, a little Angie and Billy Bob?" )
( vogue_0253 "A hyper celebrity duo that's enticing and intriguing and budding and fresh." )
( vogue_0254 "Is there anything more thrilling than a whirlwind romance?" )
( vogue_0255 "All the let's just do it mentality, all the heart wants what it wants thinking." )
( vogue_0256 "Being incredibly naff and just leaning into the naff ness." )
( vogue_0257 "Wading through hundreds of red roses to get engaged." )
( vogue_0258 "We all need a little dash of the romance they're bringing to our feeds." )
( vogue_0259 "But we're also, I think, somewhat entitled to care about other things, too?" )
( vogue_0260 "In the post slap economy, there have been few gossip y trivialities to lift the heaviness of the real world." )
( vogue_0261 "For the briefest moment last week, the sun shone in London, and spring felt close and urgent and real." )
( vogue_0262 "The streets were giddy for the potential of a better lit season." )
( vogue_0263 "Love itself was looming, and we had a collective taste for romance, if not any romantic prospects." )
( vogue_0264 "I think this is where celebrity couples fill a space: vicarious romance is still a type of romance." )
( vogue_0265 "Whether it's the Kardashians or the Pammy Tommys or the first born Beckham getting married imminently." )
( vogue_0266 "Earlier this week, I sat down at a coffee shop with a recently released, newly purchased book." )
( vogue_0267 "It's completely fair to say I have a limited perspective!" )
( vogue_0268 "Me constantly acknowledging that or apologising for it doesn't change it; it probably just makes it more annoying." )
( vogue_0269 "Publishing professional and writer Angeline Rodriguez questions the recent ubiquity of privilege disclaimers from a reader's perspective." )
( vogue_0270 "A reading experience doesn't always have to be comfortable, but it should be consistent, she says." )
( vogue_0271 "Still, maybe there's a way to acknowledge privilege without approaching the reader from a defensive crouch." )
( vogue_0272 "Hopefully, the current or next generation of essayists, novelists and memoirists will be successful in finding that balance." )
( vogue_0273 "Jordan was a wonderful woman and will be remembered for countless decades to come." )
( vogue_0274 "Soon, her inimitable style and imperious approach to selling clothes became one of the store's signatures." )
( vogue_0275 "Things had become too hectic, she told The Guardian in twenty nineteen." )
( vogue_0276 "With her enduring legacy across the worlds of music and fashion, Rooke did just that." )
( vogue_0277 "We may earn a commission if you buy something from any affiliate links on our site." )
( vogue_0278 "But Everleigh and I became easy friends." )
( vogue_0279 "But it's there if you look for it, just perhaps not always in the most conventional channels." )
( vogue_0280 "Neither was I enticed by some of the other methods of connecting with university staff." )
( vogue_0281 "A mature student spilt her coffee everywhere when he said the C word, she told me." )
( vogue_0282 "He's not he's just not had a knee replacement yet, I said." )
( vogue_0283 "In short, we adopted each other as confidants and met regularly to discuss life in general." )
( vogue_0284 "He was right, of course, and I left Leeds for London, where I'd landed a job at The Times." )
( vogue_0285 "On graduation day, I received the following email:" )
( vogue_0286 "Do keep in touch, and I hope we may meet some time." )
( vogue_0287 "P.S Did you notice how many students had Rose as their second or third forename?" )
( vogue_0288 "Apparently she had tried to get them to suppress the second, but for whatever quasi legal reason, they couldn't." )
( vogue_0289 "When it was formally announced, I received the worst email of my life." )
( vogue_0290 "His cancer had come back and the prognosis was bleak." )
( vogue_0291 "It was the first funeral for a friend that I'd ever had to go to." )
( vogue_0292 "So many interesting conversations to be had that aren't possible with people your own age." )
( vogue_0293 "My relationship with Everleigh showed me how valuable these kinds of understandings are." )
( vogue_0294 "I hope I will always feel like that." )
( vogue_0295 "I'm crying now as I write, and I rarely cry." )
( vogue_0296 "But I guess that's how much he meant to me, and how much I already miss him." )
( vogue_0297 "You don't want to know, he replied." )
( vogue_0298 "As an immigrant, founding [rental app] By Rotation and building it out has been hard." )
( vogue_0299 "Sustainable fashion is still a very white space." )
( vogue_0300 "Unfortunately, the bar is set higher for female founders and founders from underrepresented and minority backgrounds." )
( vogue_0301 "There's too much lip service being paid to female and minority founders." )
( vogue_0302 "And because of social media, being a founder or entrepreneur seems very glamorous." )
( vogue_0303 "I'd rather be an authentic role model and leader." )
( vogue_0304 "Some days are hard, and this isn't my entire life." )
( vogue_0305 "Wanting to found a company is not the easiest thing to do, to be honest." )
( vogue_0306 "[But] the reality is most start ups fail after three years – that's just the stats." )
( vogue_0307 "By morning, of course, that knowledge had passed." )
( vogue_0308 "Pain is a problem comparable only perhaps to love." )
( vogue_0309 "Anaesthetic wasn't used during surgery until the mid eighteen hundreds, as it was believed that pain was a positive thing." )
( vogue_0310 "It helped patients recover, surgeons said, and, besides, the screaming would help them cut faster." )
( vogue_0311 "Now, instead of inflicting it, doctors measure pain that already exists luckily, there is plenty." )
( vogue_0312 "It's this blurriness that makes me blanch when discussing my own pain." )
( vogue_0313 "And then slowly, the pain, which slides into the room and there settles sleepily against me." )
( vogue_0314 "A muffled sensation, a quick sadness and the terrible sense that I am trapped, again." )
( vogue_0315 "MRIs revealed a shadowy area on my brain, the result of either mini strokes or migraines." )
( vogue_0316 "While introducing myself to Dr Munglani, on Zoom from his home in Cambridge, I paused." )
( vogue_0317 "Is that ... a glass of wine, I asked, gently." )
( vogue_0318 "And well, I don't think she's putting it on." )
( vogue_0319 "Historically, to be a woman in pain is to grin tightly and bear it." )
( vogue_0320 "Over the course of my conversation with Dr Munglani, two things surprised me." )
( vogue_0321 "Despite MRI scanners, Munglani says, None of us can feel another person's pain." )
( vogue_0322 "So, in a way, pain is what the patient says it is. It is, he stresses, not a disease." )
( vogue_0323 "It is part of the normal human experience." )
( vogue_0324 "Up to fifty per cent of the population are suffering some sort of pain it's a survival mechanism." )
( vogue_0325 "Pain has been around since human beings developed consciousness." )
( vogue_0326 "But since pain is a protective influence, what we do is work out when it becomes excessive." )
( vogue_0327 "What he does is first work out how intrusive a pain is, then decides whether to intervene." )
( vogue_0328 "What's trickier is to find a balance that also allows the patient to function." )
( vogue_0329 "That's a little more of an art. Take the opioid epidemic that has gripped America for almost three decades." )
( vogue_0330 "His job instead is to remove their suffering." )
( vogue_0331 "While pain may be a protective process, suffering, he says, is unhelpful." )
( vogue_0332 "What else do people get wrong when we talk about pain?" )
( vogue_0333 "They think patients who get pain are weak. The word itself originates from the Latin for punishment, poena." )
( vogue_0334 "And some people believe it's punishment for something they've done in the past." )
( vogue_0335 "I say, 'No, life's a bugger." )
( vogue_0336 "So let us help you.' There's no blame in pain. He grins." )
( vogue_0337 "It's recognised now that pain has biopsychosocial influences, meaning a person's feelings shape their experience of it." )
( vogue_0338 "What's becoming clear, too, is that doctors' perception of patients shapes how they manage them." )
( vogue_0339 "White patients and men are more likely than Black patients and women to be treated with opioids." )
( vogue_0340 "To read the research is to step into a living ache." )
( vogue_0341 "Medical practitioners still require training to be non judgemental, says Begum, and leave behind their prejudices." )
( vogue_0342 "Psychotherapist Susie Orbach sees pain present itself in her patients through obsessive ruminations: 'I'm falling apart." )
( vogue_0343 "Acknowledging this allows therapy to open up the conversation about pain." )
( vogue_0344 "Dr Jennifer Corns, a philosopher at the University of Glasgow, co edited a book called Philosophy of Pain." )
( vogue_0345 "Corns read case studies of people with pain asymbolia, who report pains that aren't unpleasant." )
( vogue_0346 "She became convinced that philosophy should engage with the practical side of pain treatment." )
( vogue_0347 "Scientists and clinicians have made the same mistake of oversimplifying pain that many philosophers have made, she tells me." )
( vogue_0348 "We err whenever we take pain to be a unified entity appropriately targeted for medical treatment." )
( vogue_0349 "There is no single pain system, pain receptor or pain area in the brain." )
( vogue_0350 "Instead, we need to recognise pain for the complex and diverse class of episodes that it is." )
( vogue_0351 "Unlike other ailments, a pain treatment is not a clean process." )
( vogue_0352 "Patients in pain are not one thing." )
( vogue_0353 "Like treatment for pain, Corns realised, conversation about it can be improved by recognising its complexity." )
( vogue_0354 "Are you talking about it because you need drugs, surgery or compassion?" )
( vogue_0355 "Are you afraid of it, intrigued by it, even seeking it?" )
( vogue_0356 "Answers to these kinds of questions can help us get a better grip on what you need." )
( vogue_0357 "What does the way the world treats pain tell us about who we are today?" )
( vogue_0358 "Wretched. I'd never noticed that before." )
( vogue_0359 "Or is there a part of me that identifies with the ache, that thinks complaining about it shows weakness?" )
( vogue_0360 "I'd been feeling pain for decades." )
( vogue_0361 "Why had it taken me so long to try and understand it too?" )
( vogue_0362 "From six April, you will be able to get a no fault divorce in the UK." )
( vogue_0363 "These previously included adultery, unreasonable behaviour, desertion for at least two years, and separation for at least two years." )
( vogue_0364 "When a marriage breaks up, blame is usually present already." )
( vogue_0365 "Blame on the person who didn't try harder to make it work." )
( vogue_0366 "I've heard people say it was nobody's fault in movies and books, but very rarely in real life." )
( vogue_0367 "It might fuel you through those initial awful weeks and months, but it's not a good feeling long term." )
( vogue_0368 "When I got divorced nearly a decade ago, I found the process stoked all these negative feelings." )
( vogue_0369 "How could it not, when there's a sanctioned list of reasons to get divorced?" )
( vogue_0370 "How does that not compound the blame?" )
( vogue_0371 "And I strongly resented having to give a reason at all." )
( vogue_0372 "It certainly might've prevented a lot of acrimony and hostility had these outdated rules been scrapped back then." )
( vogue_0373 "I know that a no fault divorce won't eliminate all the pain or messiness of a split." )
( vogue_0374 "Nor will it stop financial wrangling or custody battles." )
( vogue_0375 "But I still think it's a huge step forward." )
( vogue_0376 "My God, imagine letting unhappy people stuck in failed marriages separate and move on?" )
( vogue_0377 "That was enough to deal with, without the intrusive paperwork." )
( vogue_0378 "A couple of weeks ago, I went for an appointment with my psychiatrist." )
( vogue_0379 "For five years, I had regular talk therapy with a therapist near me named Gladys." )
( vogue_0380 "With Gladys, I unpicked everything in my history, from minute semi memories to full catastrophes." )
( vogue_0381 "I realised that some things I thought dead and buried were still causing me trouble." )
( vogue_0382 "She was more than a listener, though; she was a sage, too." )
( vogue_0383 "That single hour a week to just completely vent and be safely vulnerable is so incredibly valuable." )
( vogue_0384 "Sometimes we need that spotlight for a little longer to make sense of the twisty stuff." )
( vogue_0385 "It's not a particularly natural thing to meet a stranger and lay everything bare." )
( vogue_0386 "There were times, even three to four years in, when I questioned what I could share with her." )
( vogue_0387 "We spoke about it afterwards and I was reassured, but it highlighted the strangeness of our relationship." )
( vogue_0388 "She knew everything about me, and I knew nothing about her." )
( vogue_0389 "Every angle of my anxieties was covered, and I was often distraught in her office." )
( vogue_0390 "But our work wasn't purely reactionary, either." )
( vogue_0391 "A huge component of the final years of our time together was discussing privilege and discrimination." )
( vogue_0392 "In my experience, I went to see Gladys because I didn't know what was wrong." )
( vogue_0393 "We agreed on a schedule of six more sessions, and as each session passed, I felt a growing awkwardness." )
( vogue_0394 "But I think I understand it now." )
( vogue_0395 "I'm hilariously over confident in the advice I give, and ferociously defensive when my friends speak badly about themselves." )
( vogue_0396 "I wasn't really sure what was happening, how to properly describe it." )
( vogue_0397 "We were friends, but only partially." )
( vogue_0398 "She was my friend, but I was her client." )
( vogue_0399 "She knew an enormous amount about me, and I knew almost nothing about her." )
( vogue_0400 "It felt uncomfortably imbalanced, and I worried about how things would end." )
( vogue_0401 "I can't think of a comparable situation, really." )
( vogue_0402 "When I came to her thinking I knew exactly what I needed to feel better, she offered an alternative." )
( vogue_0403 "With her help, I began to cope with my fear of uncertainty and impermanence." )
( vogue_0404 "Ultimately, it did end with a hug, and some tears from both of us." )
( vogue_0405 "For most of my life, I disliked tattoos." )
( vogue_0406 "I wasn't judging, they just weren't for me." )
( vogue_0407 "Clear, minimalist, healthy skin, I decided, was my personal aesthetic ideal." )
( vogue_0408 "I wanted to minimise anything that got in its way." )
( vogue_0409 "It's not about the pain, but more like regaining something that has been lost." )
( vogue_0410 "Activists have been using social media to powerful effect to intentionally revive these traditions." )
( vogue_0411 "As a TV journalist, I could wear colours, but only those deemed compatible with the corporate branding." )
( vogue_0412 "My jewellery, accessories and natural hair textures were all the subject of discussion by male managers." )
( vogue_0413 "If I had wanted a tattoo, anything visible would have been out of the question." )
( vogue_0414 "This was not without its small rebellions, though my initial forays into bodily adornment produced dismal results." )
( vogue_0415 "Later I learnt these guns were designed for tagging cattle's ears, not human cartilage." )
( vogue_0416 "It was early confirmation that I wasn't going to design my body to please anyone." )
